image,x,y,w,h,label,abs_pos
\content\images\291.png,102,859,152,892,𒈗,
\content\images\291.png,188,860,231,891,𒂊,
\content\images\291.png,247,854,291,894,𒆠,
\content\images\291.png,311,865,334,890,𒌋,
\content\images\291.png,352,861,379,892,𒆳,
\content\images\291.png,389,860,420,892,𒆳,
\content\images\298.png,22,17,53,47,𒐊,
\content\images\298.png,69,16,109,45,𒈠,
\content\images\298.png,112,15,148,47,𒅆,
\content\images\298.png,152,15,182,47,𒄭,
\content\images\298.png,195,17,219,47,𒃻,
\content\images\298.png,232,15,261,46,𒆳,
\content\images\298.png,267,16,302,48,𒌇,
\content\images\298.png,307,13,327,45,𒊺,
\content\images\298.png,325,13,355,45,𒄑,
\content\images\298.png,351,13,372,45,𒉌,
\content\images\298.png,391,17,414,47,𒃻,
\content\images\298.png,428,13,457,43,𒌓,
\content\images\298.png,461,16,479,42,𒌋,
\content\images\298.png,478,16,506,48,𒐊,
\content\images\298.png,506,17,544,47,𒄰,
\content\images\298.png,23,63,93,96,𒂕,
\content\images\298.png,109,64,163,97,𒌈,
\content\images\298.png,193,66,212,94,𒁹,
\content\images\298.png,231,66,267,93,𒈠,
\content\images\298.png,282,66,314,97,𒅆,
\content\images\298.png,316,66,345,96,𒄭,
\content\images\298.png,362,67,388,93,𒁇,
\content\images\298.png,396,68,430,95,𒐈,
\content\images\298.png,438,65,473,95,𒋡,
\content\images\298.png,95,115,123,143,𒈫,
\content\images\298.png,134,112,185,145,𒌝,
\content\images\298.png,187,119,212,138,𒌋𒌋,
\content\images\298.png,217,113,251,140,𒉡,
\content\images\298.png,276,115,302,146,𒃻,
\content\images\298.png,327,116,369,147,𒂍,
\content\images\298.png,388,115,428,144,𒀭,
\content\images\298.png,439,117,463,146,𒀀,
\content\images\298.png,466,116,493,148,𒀀,
\content\images\298.png,23,166,40,190,𒈫,
\content\images\298.png,74,165,108,195,𒋡,
\content\images\298.png,130,167,156,196,𒊺,
\content\images\298.png,173,168,209,195,𒄑,
\content\images\298.png,216,163,249,196,𒉌,
\content\images\298.png,281,168,306,197,𒃻,
\content\images\298.png,325,166,367,198,𒂍,
\content\images\298.png,382,168,420,193,𒀭,
\content\images\298.png,424,165,460,197,𒀫,
\content\images\298.png,456,165,486,197,𒌓,
\content\images\298.png,25,217,39,246,𒁹,
\content\images\298.png,49,217,75,245,𒁇,
\content\images\298.png,87,215,125,243,𒋡,
\content\images\298.png,144,217,167,247,𒃻,
\content\images\298.png,189,215,233,247,𒂍,
\content\images\298.png,258,217,300,243,𒀭,
\content\images\298.png,314,217,342,247,𒀀,
\content\images\298.png,355,210,389,246,𒉡,
\content\images\298.png,393,210,425,246,𒉌,
\content\images\298.png,435,210,493,246,𒌅,
\content\images\298.png,21,266,48,295,𒁇,
\content\images\298.png,66,268,92,295,𒊺,
\content\images\298.png,113,267,148,297,𒄑,
\content\images\298.png,160,264,194,298,𒉌,
\content\images\298.png,220,267,241,298,𒃻,
\content\images\298.png,251,264,283,297,𒄭,
\content\images\298.png,29,314,47,344,𒃻,
\content\images\298.png,66,315,103,344,𒀭,
\content\images\298.png,122,314,167,346,𒃽,
\content\images\298.png,195,314,226,344,𒈨,
\content\images\298.png,233,308,266,341,𒌓,
\content\images\298.png,274,312,311,342,𒆠,
\content\images\298.png,34,365,64,392,𒉽,
\content\images\298.png,84,367,119,398,𒐋,
\content\images\298.png,142,364,179,401,𒈠,
\content\images\298.png,23,414,45,447,𒃻,
\content\images\298.png,62,413,93,444,𒌓,
\content\images\298.png,104,416,124,441,𒌋,
\content\images\298.png,123,416,151,447,𒐊,
\content\images\298.png,157,414,193,446,𒄰,
\content\images\298.png,21,463,41,496,𒃻,
\content\images\298.png,61,466,109,496,𒌗,
\content\images\298.png,284,465,323,495,𒄰,
\content\images\298.png,19,500,34,523,𒁹,
\content\images\298.png,247,499,283,525,𒀭,
\content\images\298.png,284,499,313,528,𒀫,
\content\images\298.png,308,499,337,528,𒌓,
\content\images\298.png,20,527,42,555,𒀀,
\content\images\298.png,47,528,86,553,𒈾,
\content\images\298.png,102,528,116,552,𒁹,
\content\images\298.png,140,526,196,554,𒅗,
\content\images\298.png,211,526,263,555,𒈲,
\content\images\298.png,284,531,318,559,𒂊,
\content\images\298.png,19,563,56,595,𒋧,
\content\images\298.png,66,564,107,594,𒈾,
\content\images\298.png,131,565,180,597,𒌗,
\content\images\298.png,218,565,275,596,𒁈,
\content\images\298.png,291,563,322,594,𒌓,
\content\images\298.png,331,565,357,590,𒌋𒌋,
\content\images\298.png,356,565,386,596,𒐊,
\content\images\298.png,387,563,424,597,𒄰,
\content\images\298.png,19,613,55,642,𒈬,
\content\images\298.png,71,615,148,642,𒑅,
\content\images\298.png,164,612,206,645,𒄰,
\content\images\298.png,220,613,240,641,𒁹,
\content\images\298.png,253,614,280,645,𒆳,
\content\images\298.png,295,612,337,642,𒆜,
\content\images\298.png,365,613,409,643,𒈗,
\content\images\298.png,430,613,467,646,𒂊,
\content\images\298.png,474,605,519,647,𒆠,
\content\images\298.png,377,660,423,692,𒈗,
\content\images\298.png,446,663,472,693,𒆳,
\content\images\298.png,483,663,510,696,𒆳,
\content\images\299.png,16,24,31,45,𒌋,
\content\images\299.png,39,19,66,43,𒈫,
\content\images\299.png,73,19,107,45,𒋡,
\content\images\299.png,126,14,158,46,𒉌,
\content\images\299.png,172,18,193,45,𒈨,
\content\images\299.png,212,15,257,46,𒉿,
\content\images\299.png,274,16,297,48,𒃻,
\content\images\299.png,319,18,365,48,𒌑,
\content\images\299.png,387,12,422,46,𒉌,
\content\images\299.png,33,70,58,98,𒀀,
\content\images\299.png,70,68,110,98,𒈾,
\content\images\299.png,143,72,180,98,𒋰,
\content\images\299.png,201,63,234,96,𒉌,
\content\images\299.png,253,64,292,98,𒂊,
\content\images\299.png,322,65,377,96,𒌈,
\content\images\299.png,21,116,56,151,𒅕,
\content\images\299.png,68,118,105,151,𒁉,
\content\images\299.png,141,117,190,148,𒌗,
\content\images\299.png,218,116,279,148,𒁈,
\content\images\299.png,297,114,327,144,𒌓,
\content\images\299.png,333,117,363,158,𒌋𒌋,
\content\images\299.png,362,117,393,158,𒐍,
\content\images\299.png,400,116,441,150,𒄰,
\content\images\299.png,22,212,63,241,𒈬,
\content\images\299.png,77,214,153,242,𒑅,
\content\images\299.png,164,212,204,242,𒄰,
\content\images\299.png,216,212,231,237,𒁹,
\content\images\299.png,245,210,284,241,𒆪,
\content\images\299.png,302,210,348,240,𒌨,
\content\images\299.png,358,210,379,246,𒋙,
\content\images\299.png,95,261,143,289,𒈗,
\content\images\299.png,158,261,189,291,𒁷,
\content\images\299.png,201,259,263,290,𒌁,
\content\images\299.png,276,252,318,290,𒆠,
\content\images\301.png,24,17,40,42,𒁹,
\content\images\301.png,51,18,76,45,𒃻,
\content\images\301.png,88,15,147,47,𒈩,
\content\images\301.png,170,19,195,47,𒀀,
\content\images\301.png,203,18,222,54,𒋙,
\content\images\301.png,221,18,247,54,𒃻,
\content\images\301.png,259,18,275,45,𒁹,
\content\images\301.png,282,17,321,44,𒀭,
\content\images\301.png,329,19,362,46,𒂍,
\content\images\301.png,371,18,398,45,𒀀,
\content\images\301.png,551,16,607,55,𒀭+𒂗,
\content\images\301.png,606,16,635,55,𒁷,
\content\images\301.png,640,13,698,46,𒀉,
\content\images\301.png,24,65,62,94,𒇽,
\content\images\301.png,79,68,127,98,𒋃,
\content\images\301.png,141,66,171,95,𒈨,
\content\images\301.png,179,65,207,96,𒌓,
\content\images\301.png,213,57,255,98,𒆠,
\content\images\301.png,500,66,543,94,𒈨𒌍,
\content\images\301.png,546,67,570,94,𒃻,
\content\images\301.png,577,66,594,93,𒁹,
\content\images\301.png,598,67,627,97,𒆳,
\content\images\301.png,635,64,674,95,𒆜,
\content\images\301.png,20,117,66,148,𒈗,
\content\images\301.png,83,117,123,151,𒂊,
\content\images\301.png,127,109,171,151,𒆠,
\content\images\301.png,464,115,499,144,𒇽,
\content\images\301.png,510,117,562,148,𒃲,
\content\images\301.png,572,115,620,148,𒆷,
\content\images\301.png,629,116,656,145,𒀀,
\content\images\301.png,20,166,91,198,𒇷,
\content\images\301.png,103,160,169,197,𒂖,
\content\images\301.png,439,164,479,196,𒀭,
\content\images\301.png,482,162,510,192,𒌓,
\content\images\301.png,533,163,574,197,𒆗,
\content\images\301.png,17,220,42,247,𒀀,
\content\images\301.png,49,220,66,252,𒋙,
\content\images\301.png,70,220,88,249,𒃻,
\content\images\301.png,98,220,111,247,𒁹,
\content\images\301.png,121,219,171,247,𒊑,
\content\images\301.png,189,218,225,248,𒄷,
\content\images\301.png,213,218,242,248,𒄭,
\content\images\301.png,264,217,313,244,𒊑,
\content\images\301.png,321,215,371,248,𒆏,
\content\images\301.png,436,217,483,245,𒀝,
\content\images\301.png,490,217,525,248,𒆸,
\content\images\301.png,568,214,616,248,𒊏,
\content\images\301.png,621,214,636,246,𒀸,
\content\images\301.png,635,214,704,246,𒌋𒅗,
\content\images\301.png,695,214,720,246,𒄭,
\content\images\301.png,123,261,182,297,𒀉,
\content\images\301.png,191,256,232,297,𒁲,
\content\images\301.png,242,261,278,296,𒅕,
\content\images\301.png,305,265,353,296,𒋢,
\content\images\301.png,366,264,403,291,𒇽,
\content\images\301.png,415,259,454,296,𒁲,
\content\images\301.png,453,259,484,294,𒋻,
\content\images\301.png,487,266,529,293,𒈨𒌍,
\content\images\301.png,631,264,674,297,𒍑,
\content\images\301.png,683,267,704,303,𒋙,
\content\images\301.png,147,309,184,346,𒈬,
\content\images\301.png,195,310,240,353,𒆥,
\content\images\301.png,246,311,283,345,𒉌,
\content\images\301.png,317,308,393,343,𒀭+𒀝,
\content\images\301.png,401,312,477,345,𒂦,
\content\images\301.png,481,312,521,342,𒅆,
\content\images\301.png,524,313,575,344,𒅀,
\content\images\301.png,584,315,607,343,𒀀,
\content\images\301.png,611,312,647,341,𒈾,
\content\images\301.png,650,312,666,341,𒁹,
\content\images\301.png,663,313,694,342,𒀭,
\content\images\301.png,689,313,719,342,𒌓,
\content\images\301.png,722,313,758,346,𒆗,
\content\images\301.png,206,363,250,394,𒌝,
\content\images\301.png,258,365,295,394,𒈠,
\content\images\301.png,303,362,374,394,𒀲,
\content\images\301.png,379,366,407,392,𒆳,
\content\images\301.png,407,365,449,396,𒊏,
\content\images\301.png,455,363,502,393,𒅗,
\content\images\301.png,502,366,522,394,𒍝,
\content\images\301.png,524,364,563,394,𒊑,
\content\images\301.png,562,364,610,394,𒀉,
\content\images\301.png,610,366,634,392,𒀀,
\content\images\301.png,636,362,660,393,𒈾,
\content\images\301.png,684,363,723,394,𒅗,
\content\images\301.png,723,363,745,394,𒄭,
\content\images\301.png,747,363,770,394,𒀸,
\content\images\301.png,418,396,457,421,𒉌,
\content\images\301.png,462,394,499,418,𒂊,
\content\images\301.png,539,396,582,420,𒆷,
\content\images\301.png,596,396,627,421,𒄿,
\content\images\301.png,632,394,669,420,𒁍,
\content\images\301.png,672,394,722,421,𒊌,
\content\images\301.png,86,415,121,438,𒀭,
\content\images\301.png,126,413,149,438,𒌓,
\content\images\301.png,62,449,97,480,𒄿,
\content\images\301.png,100,450,141,479,𒈾,
\content\images\301.png,185,454,222,476,𒌍,
\content\images\301.png,234,454,260,477,𒁇,
\content\images\301.png,285,452,319,475,𒁲,
\content\images\301.png,329,453,355,475,𒄿,
\content\images\301.png,519,452,552,480,𒈬,
\content\images\301.png,565,452,602,476,𒈨𒌍,
\content\images\301.png,71,495,135,527,𒀭+𒂗,
\content\images\301.png,141,497,171,524,𒁷,
\content\images\301.png,185,496,245,527,𒀉,
\content\images\301.png,401,494,434,519,𒇽,
\content\images\301.png,441,493,479,523,𒂍,
\content\images\301.png,481,495,510,521,𒁇,
\content\images\301.png,523,494,551,521,𒌓,
\content\images\301.png,560,495,609,523,𒄒,
\content\images\301.png,614,496,653,522,𒉣,
\content\images\301.png,664,490,702,525,𒆠,
\content\images\301.png,49,522,64,549,𒁹,
\content\images\301.png,73,528,135,561,𒀭+𒂗,
\content\images\301.png,146,529,175,553,𒉽,
\content\images\301.png,191,525,222,552,𒇽,
\content\images\301.png,232,519,272,556,𒁲,
\content\images\301.png,274,525,297,554,𒋻,
\content\images\301.png,309,524,350,554,𒈗,
\content\images\301.png,365,526,387,554,𒀀,
\content\images\301.png,392,526,412,558,𒋙,
\content\images\301.png,412,526,430,554,𒃻,
\content\images\301.png,437,526,452,553,𒁹,
\content\images\301.png,458,526,531,554,𒀭+𒀝,
\content\images\301.png,536,528,559,552,𒀀,
\content\images\301.png,562,527,595,554,𒈬,
\content\images\301.png,602,527,625,552,𒀀,
\content\images\301.png,629,525,644,550,𒁹,
\content\images\301.png,644,525,676,550,𒀭,
\content\images\301.png,675,528,707,550,𒌍,
\content\images\301.png,710,522,744,552,𒀭,
\content\images\301.png,37,604,53,631,𒁹,
\content\images\301.png,62,601,143,631,𒀭+𒀝,
\content\images\301.png,156,604,186,629,𒉽,
\content\images\301.png,199,601,233,630,𒇽,
\content\images\301.png,240,595,281,634,𒁲,
\content\images\301.png,285,601,311,634,𒋻,
\content\images\301.png,318,598,362,627,𒈗,
\content\images\301.png,376,600,403,628,𒀀,
\content\images\301.png,408,601,432,637,𒋙,
\content\images\301.png,431,600,452,630,𒃻,
\content\images\301.png,457,600,473,627,𒁹,
\content\images\301.png,484,599,522,631,𒄩,
\content\images\301.png,531,596,558,626,𒍝,
\content\images\301.png,638,595,675,624,𒀭,
\content\images\301.png,42,653,57,680,𒁹,
\content\images\301.png,67,651,110,680,𒊑,
\content\images\301.png,117,649,154,680,𒄷,
\content\images\301.png,149,649,180,680,𒄭,
\content\images\301.png,192,648,223,679,𒇽,
\content\images\301.png,233,649,280,683,𒋃,
\content\images\301.png,289,649,314,678,𒀀,
\content\images\301.png,316,648,336,687,𒋙,
\content\images\301.png,335,648,356,680,𒃻,
\content\images\301.png,358,649,375,675,𒁹,
\content\images\301.png,377,647,432,684,𒀭+𒂗,
\content\images\301.png,431,647,480,684,𒄀,
\content\images\301.png,490,642,515,678,𒀀,
\content\images\301.png,526,643,546,675,𒁹,
\content\images\301.png,548,644,582,675,𒀭,
\content\images\301.png,578,644,625,675,𒅎,
\content\images\301.png,628,644,667,672,𒌑,
\content\images\301.png,672,643,701,670,𒈨,
\content\images\301.png,703,642,740,674,𒂊,
\content\images\301.png,17,700,61,731,𒂊,
\content\images\301.png,67,693,112,734,𒆠,
\content\images\301.png,151,700,196,731,𒌗,
\content\images\301.png,208,701,255,731,𒄞,
\content\images\301.png,281,699,314,729,𒌓,
\content\images\301.png,326,697,357,726,𒌋𒌋,
\content\images\301.png,356,697,371,726,𒁹,
\content\images\301.png,378,699,419,729,𒄰,
\content\images\301.png,442,698,479,726,𒈬,
\content\images\301.png,487,697,520,735,𒐍,
\content\images\301.png,529,696,571,727,𒄰,
\content\images\301.png,587,696,607,726,𒁹,
\content\images\301.png,616,698,645,726,𒆳,
\content\images\301.png,658,692,700,723,𒆜,
\content\images\301.png,78,752,130,781,𒈗,
\content\images\301.png,130,751,168,781,𒁷,
\content\images\301.png,170,750,233,782,𒌁,
\content\images\301.png,246,745,291,783,𒆠,
\content\images\301.png,313,749,360,781,𒈗,
\content\images\301.png,388,750,420,783,𒆳,
\content\images\301.png,441,751,470,783,𒆳,
\content\images\303.png,17,20,44,49,𒈫,
\content\images\303.png,63,18,117,49,𒂆,
\content\images\303.png,129,17,156,50,𒆬,
\content\images\303.png,152,17,180,50,𒌓,
\content\images\303.png,196,17,220,48,𒃻,
\content\images\303.png,234,10,270,50,𒊩,
\content\images\303.png,279,23,304,39,𒀸,
\content\images\303.png,314,16,356,48,𒂍,
\content\images\303.png,369,14,429,48,𒊕,
\content\images\303.png,442,14,524,47,𒅍,
\content\images\303.png,539,12,589,45,𒊏,
\content\images\303.png,597,13,627,45,𒆳,
\content\images\303.png,17,71,67,103,𒌉,
\content\images\303.png,73,63,107,103,𒊩,
\content\images\303.png,115,70,159,99,𒋢,
\content\images\303.png,167,70,189,99,𒃻,
\content\images\303.png,200,67,216,97,𒁹,
\content\images\303.png,231,62,277,95,𒆰,
\content\images\303.png,286,66,341,99,𒅀,
\content\images\303.png,371,68,398,96,𒀀,
\content\images\303.png,412,67,431,97,𒁹,
\content\images\303.png,446,65,489,94,𒈾,
\content\images\303.png,502,65,542,96,𒁀,
\content\images\303.png,547,67,576,98,𒀀,
\content\images\303.png,581,66,608,98,𒀀,
\content\images\303.png,18,116,37,149,𒀸,
\content\images\303.png,36,116,112,149,𒌋𒅗,
\content\images\303.png,157,119,174,149,𒁹,
\content\images\303.png,180,117,261,147,𒀭+𒀝,
\content\images\303.png,271,118,309,148,𒁀,
\content\images\303.png,313,118,336,150,𒃻,
\content\images\303.png,356,119,381,148,𒀀,
\content\images\303.png,390,119,414,157,𒋙,
\content\images\303.png,412,118,435,149,𒃻,
\content\images\303.png,445,117,461,145,𒁹,
\content\images\303.png,472,115,498,146,𒊺,
\content\images\303.png,513,109,570,150,𒂖,
\content\images\303.png,579,116,651,147,𒇷,
\content\images\303.png,658,113,694,148,𒁉,
\content\images\303.png,16,172,40,200,𒀀,
\content\images\303.png,52,169,89,200,𒇽,
\content\images\303.png,104,166,156,198,𒀜,
\content\images\303.png,167,167,212,199,𒆤,
\content\images\303.png,227,168,253,199,𒃻,
\content\images\303.png,264,167,311,200,𒌗,
\content\images\303.png,338,164,357,197,𒀸,
\content\images\303.png,356,164,435,197,𒌋𒅗,
\content\images\303.png,470,168,486,195,𒁹,
\content\images\303.png,503,168,542,194,𒈠,
\content\images\303.png,549,164,581,196,𒉌,
\content\images\303.png,596,165,636,198,𒂊,
\content\images\303.png,17,310,32,336,𒁹,
\content\images\303.png,41,309,100,339,𒂆,
\content\images\303.png,108,308,135,340,𒆬,
\content\images\303.png,131,308,162,340,𒌓,
\content\images\303.png,172,305,189,338,𒀸,
\content\images\303.png,188,305,259,338,𒌋𒅗,
\content\images\303.png,254,305,280,338,𒄭,
\content\images\303.png,279,306,301,341,𒋙,
\content\images\303.png,304,306,338,337,𒄿,
